A1; A2; A3; A4; A5; A6; A7; A8; A9; A10; A11; A12; A13; A14; A15; A16; A17; A18; A19; A20; Class
 0.1723;12.642; 0.2152;14.003; 0.3898; 0.6527; 0.7260; 0.5812; -0.8208; 0.4695; 0.4277; 0.4675; 0.4088; 0.0961; -0.4745;11.172; 0.3415;10.466;-11.086;32.932;0
-0.7304; 0.0473;10.055; -0.3109;18.997; -0.1926;16.003; -0.6741; -0.4771; -0.2538; 0.4966;17.175;20.349; -0.7860; -0.3683;14.405; -0.4598; -0.4173; 0.8913;12.210;0
13.519; -0.4952; 0.6592; 0.8543; 0.6498;-10.929;10.519;13.706; -0.5092; -0.4160;-10.706;15.584;13.388; -0.2760;-14.361; -0.6616; -0.1019; 0.2608; -0.0096; 0.1922;0
 0.4569; -0.4095; 0.4696; -0.0985; 0.0034; 0.6150; -0.0301;-10.114;17.305; -0.3148;18.400; 0.4024; -0.6802;-37.044;12.264; 0.5182;-13.867;11.992;13.448; 0.7204;0
-0.4136; -0.0047; 0.1697; -0.4484;-15.682; 0.5766; -0.1363; 0.3516;19.870; -0.7339;-15.461; -0.6389; 0.1312; 0.1685; 0.5544; -0.5699; 0.2146; 0.8478;13.985;-12.165;0
-17.163;-26.624; -0.3674; -0.1741; -0.0241; -0.2557; -0.4952;-26.128;-13.131; 0.2914; -0.4171; -0.9569; 0.2178; -0.1115; -0.5423; 0.3990; 0.0562; -0.5802; 0.1001; -0.7538;1
11.291; 0.5582; -0.6658; -0.1827; -0.9885;-24.866;-14.295; 0.2177;21.041; 0.9971; 0.9366; 0.6908; 0.3045;12.469;-11.473; 0.1201; 0.1173;-18.029; 0.4621;-15.028;1
-0.1659;-10.748; -0.2774; 0.4834; -0.7494; 0.6607; 0.8889;13.207;-18.020; -0.9192; -0.8080; 0.5620;16.533;14.940; -0.5101; 0.2453;17.912; -0.2388; 0.7912;12.755;0
-13.962; -0.4738; 0.2031; 0.7438; -0.8070; -0.0589; -0.7604;17.721;-23.469;-18.540; -0.3145; -0.6045; -0.3941; -0.8913; -0.1598; -0.8995;-14.174; -0.6427; -0.8193;13.974;1
-0.4907; 0.6335; -0.7491;11.599; 0.9845; -0.2900; 0.1985;-13.162; 0.2433; 0.3186; -0.4231; -0.2163; 0.0653;12.905; 0.2140; -0.9722; -0.9791; 0.3683; 0.5292; 0.3063;1
-11.470;-12.425; -0.7057; -0.8546; -0.2462; 0.2566;-18.259; -0.6922; -0.9042;10.329; -0.4542; -0.2416;-22.599; 0.6544; -0.3804; -0.6203; -0.1603;-15.980;19.418; -0.2274;1
 0.4904; 0.4780; -0.2120; 0.6134;11.024;21.045;12.853; -0.1773;17.227; 0.8744;-14.901; 0.6911;-11.522;13.929; -0.3147; 0.5226; 0.7616;-13.553; -0.6942; -0.4341;0
-0.1912;-16.298;13.450;19.269; -0.3645; -0.5089;24.473; -0.9506; -0.3145; 0.7779; -0.5850; -0.2314; -0.5284; -0.5044; -0.2906;16.581;14.968;14.363;23.941;17.188;0
-0.0258; 0.3924; -0.6668; 0.4954;-14.253; 0.4614; 0.9994; -0.0942; 0.6745;14.433; -0.0615; -0.1932; 0.2841; 0.0233; 0.8523; -0.1812; -0.2633; 0.5074; -0.5425;-15.447;0
 0.2668; -0.4272; -0.2348;-12.431; -0.5384; 0.0767;29.443;10.588; 0.2329;14.275;18.354; -0.4147; 0.5509; 0.3568;21.588; 0.4301; 0.4112; 0.0441; 0.4581; 0.4246;0
-0.8279;-14.056;-23.863; -0.9001; 0.5262; -0.1879; -0.2375; -0.3885;-13.863;11.758; -0.3721; 0.0200; -0.8654; 0.3398;-16.672;-18.048;21.706;-23.573;-10.859; -0.3986;1
 0.2747;15.649;14.998; 0.7880; 0.2570; 0.7412; -0.3792; 0.1764;18.081;14.017; 0.4673; -0.3590;17.975; 0.5243; 0.9821; -0.9579; 0.3763;11.776; -0.1989; 0.2111;0
-0.7856; 0.2536; -0.6780; -0.1875; 0.0325;22.305;12.156; 0.3989;24.682; 0.7848; 0.4353; -0.0588; 0.0679;17.202; 0.8930; 0.2148; 0.6186;13.841;-18.760; 0.6216;0
-0.4693; -0.5308; -0.8006; 0.5876; -0.2061; -0.7011; 0.1220; -0.7786; 0.3487; 0.8582; -0.7822; 0.0699; 0.5070; 0.2542;-14.876;-14.979; 0.3198; -0.6373;-22.579; 0.1987;1
10.422; -0.6547;13.633;18.116; 0.7733; -0.6520; 0.0840; 0.6940;10.680; 0.4207; -0.4104; 0.5758;11.732;10.963; -0.0443; 0.1863;19.586; 0.4441;12.032;21.030;0
10.728; 0.5515;19.264;17.445; -0.2037; -0.0395; 0.0716; -0.1743; 0.7331;14.370; -0.1282; 0.0574;18.681; -0.2134; 0.1678;20.769; 0.6654;-11.490; -0.0503;10.558;0
20.310; -0.2175; 0.6514;15.894; -0.1322; -0.1121; -0.0899;-11.460; 0.2675; 0.6986;12.717; -0.4791;11.029;22.971; 0.6558; 0.4164;11.206; 0.6663; 0.4533; 0.1541;0
 0.4677; 0.5699;10.062; 0.8119; 0.4696;11.647; -0.4012; 0.3649;13.772;13.194;14.900; 0.7670;10.724;-21.075;-15.103; -0.3177; 0.5609; 0.6147;19.927; -0.8696;0
-12.234; -0.1534; 0.3697; -0.7727; -0.2271; -0.3407;-10.269; 0.1609;12.997; -0.2572;11.338; 0.8574;-22.556;-12.027;10.245; -0.2434;-18.348; -0.3953;-11.539; 0.1216;1
 0.0694; 0.2161;12.909;17.445; -0.5554; 0.9359;-18.323;-13.946;14.937;21.622; 0.6124; -0.4977; -0.7442;19.858; 0.8164; -0.1483;21.862;19.249; -0.2315; 0.9318;0
-0.5433;-14.759; 0.5072;10.954;-23.536; -0.2047;-15.655; 0.7366; -0.6592; -0.7889; -0.0794; -0.8858; -0.6921; -0.0533; -0.1019; -0.1818; -0.0196; 0.5644; -0.0653; 0.0264;1
 0.0992; 0.1735;-10.294; 0.9623; -0.7547; -0.1721; -0.7956;15.150; -0.1835;-22.323;-19.192; 0.8495; -0.9484; 0.4029; 0.3106; 0.2158;-19.132; -0.0527;-16.610; -0.4449;1
-15.410;11.732; -0.3930; -0.1373; -0.6117;-25.051; -0.9644;-12.490; -0.8585;11.326; -0.3454;-10.492; -0.2709; 0.5618;-10.454;-17.493; -0.9331;-23.978;-10.232; -0.7263;1
-0.6342; 0.8968;-10.681; -0.7382; 0.0326; 0.7701;11.436;-12.530; 0.4485; 0.6499; -0.1213; 0.6911; -0.3107; 0.0105;-11.702;-10.035; 0.0964;-21.570; -0.1609; -0.9529;1
 0.6381; 0.1416;13.346; 0.6586; -0.3111;24.359;26.128; 0.4577; 0.8376; 0.1010; -0.3234; -0.2692; 0.1132; 0.7274;17.172; 0.9838; -0.4017; -0.6233; 0.7669; 0.9157;0
-0.1790; -0.1403;17.923; 0.1099;15.542; -0.0048; 0.1287; 0.0217;19.751; 0.2332; 0.8271;12.574;14.762; -0.6651; -0.5210; 0.1684; 0.9643;14.950; -0.3980; -0.3656;0
11.714; 0.9898; 0.2837; 0.1640; -0.5375; 0.5574; 0.3302;15.441;-11.991;-19.274;14.128;11.761; -0.2854;13.593;-10.987; 0.0638; 0.9251; 0.8302; 0.9635; 0.6571;0
 0.0759; -0.8833; 0.0124; 0.5539; 0.8471; 0.8847; 0.0458; 0.9562;18.670;-13.303; -0.1436; 0.5671; 0.9875;13.438;19.094; -0.7176;17.321; -0.3094; 0.8269;11.833;0
15.248; 0.7701;-13.563; 0.9041; 0.2110; 0.1492; 0.1168; -0.2780; -0.4420; -0.5269;-10.111; -0.2053; 0.0692; 0.6430; 0.5097; -0.3911;-12.501; 0.3175;-15.727;27.499;0
10.210; -0.1137; -0.6731;-19.030; -0.0932; -0.0914;-10.264;18.749;-11.482;-21.878; -0.4608;-23.483; -0.3885; 0.4077;-24.268; 0.9363;-14.202;-16.832; 0.5061; -0.4342;1
 0.5836; 0.8617; -0.8038;17.782; -0.6090;15.467; 0.4690; 0.9533; 0.7236; -0.5956;20.498;11.889; 0.9219; 0.5226;18.302;18.747;14.766; -0.0926; 0.6269; -0.2464;0
-0.6940;11.706; 0.5631;24.786; 0.7888; 0.3286;22.482;-13.090; 0.8463; 0.5765;19.596; -0.6084; -0.7300; 0.8846;17.515; 0.8298; 0.6099; 0.4443; 0.1909;12.826;0
14.616;28.857; -0.0616; -0.0941; -0.4904;18.446; -0.1984;20.869;10.757; 0.8169;-10.600; 0.0086; -0.0966; -0.5103; 0.4676;13.187; -0.2567; -0.3444; -0.5592; 0.5550;0
-0.6241; -0.3865; -0.3313; -0.9657; 0.3608;15.754;-10.324; 0.7171;-13.786;-18.162; -0.6124;18.530; 0.1406; 0.8436; 0.7950; -0.7233; 0.8607; 0.0219; -0.0988; 0.8778;0
 0.1688; -0.1209;-22.587; -0.6138; -0.9082;-12.900; 0.1285; 0.1351; -0.9008; -0.2439;-14.139; -0.3871; 0.6484; 0.0260; -0.3203; 0.8386; -0.2098; 0.4120; 0.5407;15.963;1
14.191;-10.272; -0.1823; 0.5025; 0.5670;-12.937; 0.8373;-11.543;-14.274;-18.429; 0.8712;11.331;10.695; -0.3202; 0.3696; 0.9024; 0.6194;14.389; 0.7014;19.756;0
19.027;18.105;-20.027; 0.5626; 0.2342;-14.535;-19.766; -0.8132;-10.633; 0.5927;-11.613; -0.5654; 0.0497; 0.6323; 0.7040; 0.5666;-12.606; -0.5338;-12.350; -0.1700;1
-0.6322;-14.586; -0.3136;-10.590; 0.2390; -0.2047; -0.9773;-31.770; 0.2096; -0.1945;-22.527; -0.6780; 0.6586; -0.9067;-12.387;-19.671;-24.284; -0.8652;-18.511;-11.620;1
-0.1136;11.347;11.356; -0.0277;-24.839;21.106; 0.3246;-11.055; -0.8022; -0.4536;-16.511; -0.3038;14.887; -0.6616;-20.118;-17.399; 0.3439; -0.4655; -0.8848; -0.9363;1
22.850;-17.551;-23.718;-12.699; -0.0416; -0.8821; -0.7241;11.810; 0.9240; 0.3195; 0.2607; 0.0136;-13.754;-17.041; -0.3193; 0.2376; 0.3690; -0.4583;-11.388; -0.5922;1
12.293; -0.7832; 0.0171;-17.726; -0.6080;-10.752;14.028;-11.017; 0.6624;10.289; -0.0256; -0.5361;-14.186; 0.3574;-12.298; 0.3907; 0.3675;-10.503; -0.5045; 0.0456;1
14.545; 0.5109;-10.401; -0.4883;24.754; 0.0877;-12.173;13.866;14.597; 0.0893;15.987; 0.0975; -0.0603; -0.6003; 0.2595; 0.2641;-13.570; -0.4117; 0.7191; 0.3437;0
-20.601;-10.042; 0.5120; -0.3168; -0.7815; 0.7498;-12.175;-14.844; 0.5381;-13.465;21.001;-13.767;14.097; -0.4529;-14.311;-19.384;-11.578; 0.1806; -0.3106; 0.5705;1
 0.2439; -0.8811;-17.792;13.865;10.958;11.775;22.558; 0.2461;-15.774; -0.9090; 0.1665; -0.7634; 0.4871;23.973;12.934; 0.3883; 0.5585; -0.1773;16.607; 0.3275;0
-10.418;12.701; 0.2187; 0.7533; -0.9711;25.002; 0.9213;13.813; 0.0927; 0.8568; 0.4610;-17.638;14.218;16.232; 0.2964; -0.4486;12.538;14.126;16.336; 0.1194;0
10.634;24.787;17.127; -0.1148; 0.5743;24.309; -0.0989; 0.2368; -0.5763; 0.5667;-10.923;15.183; 0.2005;14.990;18.259; 0.9110;11.779; -0.2643; -0.4123;10.951;0
 0.8089;-11.435; -0.6469; 0.1382; -0.3805;-10.478; -0.4295; -0.3262; -0.3778; -0.6706; -0.3553; -0.8095;-23.189;12.039; -0.0969; -0.3600;-17.964; -0.5735;-15.328; -0.7764;1
-10.075; -0.7646; -0.0332; -0.7769; 0.9214; -0.8697;-20.283; -0.0022; -0.3632;11.342; 0.4561; -0.3000; -0.4306; 0.0304;-17.776; 0.2862;-18.725; -0.0124; 0.1968; -0.8082;1
-0.1305; 0.2938; -0.0179; 0.0341;13.152; -0.2506; 0.3322; 0.6175; 0.9389; 0.7570;11.009;12.191; -0.8926; -0.9503; 0.3373; 0.6031;24.509; 0.4805; -0.9292;-10.321;1
-0.2376; 0.7868;13.709;15.114; -0.0123; -0.6019; -0.1580; -0.0865;20.661; 0.9847;14.182; 0.7009; 0.3998; -0.2476;11.752; -0.0998;10.766; 0.2413; 0.9218; 0.9665;0
-0.4232; -0.5247; -0.3668; -0.0581;-15.003; -0.1359;-17.302;13.318;10.266; -0.4310; -0.3491; 0.3244;29.206;14.832; -0.7918;15.284; 0.5133; 0.8835; -0.0355; -0.5065;0
 0.9806; 0.2828;-18.270; -0.4706;-14.723; 0.3965;13.760;-15.103; -0.7069;11.120;-21.965; 0.1523;12.387; -0.2816; -0.4467; 0.3640; 0.1748; -0.9604; 0.5935; 0.6829;1
-0.5805; 0.1977; -0.5749;16.526;-23.453;11.305; 0.2780; 0.5433;-24.658; -0.1118; 0.6859;13.054; -0.0680; 0.8969; 0.6286; -0.1527; -0.6641;-15.126; -0.9253; -0.3562;1
-0.8051; -0.2366; -0.1102; 0.9219; -0.0611; 0.2749;31.981; 0.2465; 0.3791;26.145; 0.5242; 0.0955;10.025;-11.609; -0.5820; 0.5832;12.582;-10.427; 0.8781; -0.1096;0
-18.344; -0.1572; -0.5214; 0.0089; -0.8057;-22.536;-14.067; -0.0390;-16.942; -0.9619; -0.2556; 0.3523;-30.413;-10.999; -0.4742; 0.8502; -0.4106; -0.1126; -0.0455; -0.4906;1
 0.5023;11.150;10.605; 0.1997;-18.326; 0.6571;12.424; 0.4493;33.127;12.721; 0.2345; 0.8423;-14.337; 0.5460;17.993; 0.2798; 0.1172;13.614; 0.5830;10.790;0
 0.7976; -0.1615; 0.4717; 0.6179; 0.1184; -0.0363; -0.7113; 0.5382; 0.0869; 0.2773;22.411;22.633;11.728;16.879; -0.1184;16.163;16.566;30.073; 0.6109;-11.415;0
-0.5675;-25.872; -0.4123; -0.2492; -0.4740;-11.943; 0.5357;-10.499;-10.681; 0.6859; -0.7976; -0.5968;-39.451; 0.5305; 0.2485; 0.4125; 0.2120;-19.631; -0.9307; -0.4305;1
12.072; 0.1299;13.713; 0.6700; -0.5513; 0.0027; 0.3580; 0.0365; 0.9709; 0.2525;17.192;-18.555; -0.2335;14.815;20.619; 0.1716; 0.0260;16.315; -0.5871; 0.0347;0
-0.2663;-11.669; -0.2303;24.678;-13.245; 0.4684;-12.638;-11.687; -0.6486; -0.1058; 0.2184; 0.9581; 0.6404; 0.7156;-13.174;-16.577; -0.6883; -0.2410; -0.3142; -0.1889;1
-0.6270;-15.344; 0.3253;11.172;10.310; -0.1100; -0.6842; -0.9041;11.966;17.469;18.478; 0.2835; 0.4428;24.065; -0.7817; 0.7588; 0.3135; -0.2213;23.572;17.732;0
-0.8289; -0.4481; -0.0870;-13.461; -0.3737; -0.0233; -0.5360; 0.6421; 0.3131; 0.6375; -0.3416;22.586;11.119; -0.8789;-12.281;11.575;14.651; 0.9618; -0.4805;-13.390;0
-0.3603; 0.6060;13.488;-14.480;21.493; 0.3449; -0.5229; 0.4181; 0.3520;18.758; 0.1736; 0.6081; 0.5010; 0.5809; -0.0963; 0.8146; 0.4082;33.465; 0.3321; 0.2283;0
19.008; -0.1146; -0.7144; 0.4501; -0.9972;21.766; 0.6645; -0.4102; -0.0450; -0.6581;16.390; 0.1714; 0.2183; 0.4042; 0.4232; 0.3626; 0.9770; 0.6162;19.766; -0.5456;0
 0.3833;-29.006;14.831;-13.141; 0.6950;-12.738; -0.4377;-18.911; 0.7205;-12.851;-11.498; 0.7640;-20.501; -0.8994; 0.9096;-14.033; 0.4824;-12.391; -0.1870; -0.4454;1
 0.1876;12.727; 0.1998; 0.1335; 0.5590; 0.2778;25.917; 0.7856;11.380; -0.4863;17.639;11.203; 0.7178; -0.7792;14.147; -0.0643; 0.5182; 0.8721;11.903; 0.8265;0
 0.3185;26.025; 0.2741; 0.8204; -0.1855;10.209; -0.3014; 0.9266; 0.1522; 0.6859;24.412; 0.2029; -0.0660; -0.6222;16.767; -0.8115; -0.7211; 0.1072;11.153; 0.4693;0
-12.041; 0.8847;-14.256; 0.8683; 0.9826; 0.9976; 0.5786; 0.6255; -0.0797; -0.3899;30.328; 0.2785;13.170;10.695; -0.4508; 0.6233; -0.7234;15.599;-14.423;-11.744;0
-25.229;-10.976;-12.885;-11.036;-33.670; -0.3575; 0.3555;-22.015;-23.663; -0.1898;-19.631; -0.4621;-15.692; -0.8875;-13.305; -0.9835; -0.4354; -0.9667; -0.9279;-16.280;1
-0.3472; -0.6499; -0.8171;-11.143; 0.1687; 0.2985; -0.4215; 0.1385;-10.940; 0.6502;-12.623;16.105;-10.470; -0.8742; 0.4429; -0.6803;-18.874; -0.5222; -0.4314; -0.5371;1
-25.447;-17.802; -0.6404;-12.449;-26.333; -0.9249; -0.4721;-26.044;-11.878;-13.680; 0.6501; -0.6180; 0.6513;-23.686; -0.0516; -0.3190; -0.6584; 0.2507; 0.1843;-13.932;1
-0.1497; 0.3979;14.627; 0.6374;17.171;-12.951;25.331; -0.5880; -0.5503; 0.8805;17.538; -0.4228; 0.6898;-25.371; -0.2108; -0.7273; -0.4480;24.662; 0.0472; 0.0948;0
10.058; -0.6597; 0.5870; -0.6557; -0.7897; -0.9975;-10.755;-14.182; 0.3089;11.777; -0.6597; -0.8578; 0.2239; -0.8192; -0.6347; -0.4220; -0.1786;-31.264; -0.6751; 0.3172;1
-0.2951;-12.367;-12.643;-13.068; 0.1168;13.221; -0.4312; 0.2886; -0.5318; -0.8637; -0.0168;-15.301;-15.885; 0.3447; -0.4574;-15.088; 0.0743;-16.023; -0.0322; -0.7024;1
-0.5918; 0.1922; -0.3632; 0.6085;15.080; -0.8668;14.592; -0.4849; -0.3456;10.886; 0.4176; 0.6156; -0.2665;-11.331;13.066; 0.8363; 0.5396; 0.3656;28.769;-12.245;0
14.838;12.463; -0.4477; -0.1783; 0.9111; -0.8846;19.544; 0.1041; -0.6763; -0.9929;-20.884; 0.1561; -0.0203; 0.0757; -0.8863;-22.338;15.973; 0.9023; 0.0849;-19.904;1
-0.8852; 0.9438; -0.7035;-10.843; 0.1617; -0.5051; -0.0547; -0.6393; -0.2788;-15.755;-15.627; 0.4705; 0.9321;-16.275; 0.5235;-20.359;-16.755;-12.726; -0.9997; -0.6655;1
13.167; -0.7122; 0.3394; 0.8179; 0.9913; 0.3350; 0.6643; 0.5996; 0.3597;13.824;12.000; 0.4909; -0.5070;12.625; 0.2214; 0.4153; -0.2933; 0.0229; -0.7049;11.158;0
 0.1549;-10.821;-16.250; -0.8273;12.867; 0.4177; -0.4647; -0.7003;-15.847;-28.115; 0.7236; -0.2561; -0.9635;11.493; -0.7282; -0.3251; 0.0318;-19.693; 0.1313; -0.2396;1
 0.5650; 0.5783; -0.1583; -0.2263; 0.2588; 0.2192; 0.5437; -0.6240;-13.067; 0.3478;29.159;16.513; -0.5095; 0.6837; 0.4127; -0.1388;19.790; 0.3607; 0.5027; 0.3274;0
-0.0546;11.471;14.428; -0.4088; 0.5790; -0.4773; -0.2750; -0.9637;-16.079;-16.708;-10.598; 0.1947;-15.593; 0.2967; -0.0855; -0.1258; -0.2845; -0.5754; -0.2737; 0.0325;1
-17.618;-16.634;-16.181; -0.1592; 0.1321; 0.3023; 0.6113; -0.0140; -0.4518;-27.863; -0.4246; -0.9685; -0.3829; -0.9134; -0.0442;-10.995; 0.7756; 0.6766;-23.721;16.122;1
13.340; 0.2905; -0.6610; 0.0730; 0.5192; 0.6402;-11.966;16.129; 0.2849;12.585; 0.7214; -0.4900;34.109; 0.1540; 0.5564; -0.9788; 0.8489;13.889; 0.5809;15.355;0
-0.0203; 0.2607;-27.525; 0.1636;-17.268; -0.7836;-18.910;-11.907; -0.0533; -0.7552; 0.3650; -0.3132; 0.2383; -0.9552; -0.7676;24.696; -0.0759; -0.6190; 0.1744; 0.0589;1
13.387; 0.1873; 0.3338;12.487; -0.2218; -0.1370;11.284; -0.2128; 0.6736;10.958;-20.135; 0.2795;14.725; -0.3951; 0.6390; -0.6334;16.143; 0.3371; -0.8285;12.047;0
 0.2980; -0.4173; -0.2836; -0.8808; 0.0580;-12.377; -0.5649; 0.3714; -0.1931; -0.5649; -0.9564; 0.6684;-14.196; 0.3790; -0.9209; -0.3113; 0.1519;-18.001; -0.4079; 0.0543;1
 0.8035;22.821;-16.592; 0.9700; 0.2520;12.599;14.017;18.577; -0.9773; -0.0655;11.629; -0.8680;-22.324;15.576; 0.7126;-14.649; -0.6284; -0.3038; 0.1474;13.394;0
-0.1779; 0.8062; -0.1389; 0.5402;-12.688; 0.6584; 0.1454; 0.7946; 0.8167; 0.3261; 0.3647; 0.4547;10.418;-18.280; 0.3234;-12.560; 0.6592; 0.4022;10.921;-23.201;1
10.258; -0.7146; 0.1502; 0.5789; -0.0715; -0.0679;10.247; 0.9409; 0.6325; 0.0030;23.137;12.178; -0.6350; 0.8906;-10.531;15.410; 0.1903;14.585;12.069;16.293;0
-0.0640;18.596; 0.8450; 0.2537;13.948; 0.3310; 0.7551; 0.6658;10.847; -0.4058; 0.5329; -0.7517; -0.1706; 0.1097; 0.9443;23.616; -0.9268;13.741;13.578; 0.5066;0
-0.3127;11.076; 0.1137; -0.6190; -0.8056;-19.271; -0.2396; 0.3707; 0.4919; -0.0233; 0.5417; 0.3058; -0.8327; -0.4859;-15.649; 0.7321;-14.844; -0.4647;-23.332; -0.9885;1
-16.101; -0.5145;-16.437; -0.9022; -0.3070;-20.163; 0.4566; -0.5545; -0.0962; 0.8960;15.889; -0.7885;-17.006;-24.535; 0.2999; -0.0167;11.113;-14.880; -0.6176;10.329;1
-0.6728; -0.7133; -0.0195; 0.2103; 0.7841;28.765;11.697;-15.351;15.119; 0.4776;31.303; -0.6323; -0.1161;30.992; 0.6512; 0.1018;21.799;16.698;22.496;12.505;0
-0.6997;-39.606; -0.4116;-18.102; 0.5383; -0.2749;-12.123; -0.2512; -0.7741;-19.524; 0.8782; -0.7972;-12.187; 0.1911; 0.1831; -0.4741; -0.5770; -0.4144;-16.582; -0.6176;1
-0.2846; 0.2808; 0.0433;13.006; 0.7055;-16.845;11.933; 0.6360; -0.2591; -0.1649;21.111; 0.0746; 0.1670;17.191; 0.0439; 0.8292; -0.4858;12.107; 0.3846; 0.9510;0
-11.134; -0.3299;-14.815; -0.4877;-14.249; 0.9857; 0.1521;-14.831; -0.9090;-15.198; -0.4188; -0.1998;-10.332; -0.5251; -0.7912;-13.619;-10.473; 0.2085;-10.472;-13.486;1
15.192;19.166; -0.3985; -0.4622;10.700; 0.8088; 0.1447;10.586; -0.9073; -0.1845;12.782; 0.5873; -0.0667; 0.3715;15.636; 0.0772;-14.889;17.245; 0.9920;11.050;0
11.035; 0.0620;14.440; -0.7937; 0.1870; 0.4060;-12.192; -0.0481; -0.0447;-11.561; -0.3126; -0.3601;-10.543; 0.4599;-13.486; -0.6501;-28.135;-10.236;10.972; -0.0800;1
 0.8492; 0.5398; 0.9613;12.906; -0.6247;12.719;15.567;13.401; 0.0862; 0.9319; -0.5167; -0.5973;22.425;29.812; 0.7472; 0.2149;20.563; 0.5104; 0.9473;26.922;0
-0.6889;-18.875;-16.760;-21.542; 0.3035;-25.086; 0.8236;-12.577;-23.368; 0.2003; -0.1911;-10.778; 0.5426; -0.6800;-23.870; 0.6427; -0.3242; -0.6184; -0.2559;11.420;1
 0.7886;-11.917;12.044; 0.5193;-12.233; 0.3956; -0.6940;14.704; 0.0274; 0.1987; 0.4062;18.826; -0.0206;20.415; -0.4254; -0.5492;17.657; 0.6153; 0.7633; -0.3610;0
-12.598; 0.4292; -0.6117;10.378;15.583;14.482;18.708; 0.0076; -0.7292; -0.4282; 0.3337; -0.0227; 0.8323; -0.3151; -0.2029; 0.9925; 0.6019; -0.0941; 0.5713; 0.6032;0
-14.952; -0.0768; 0.5900; -0.1517;-22.117;-16.863; -0.0961; -0.4911; -0.6337; 0.3513;-17.358; 0.8099; 0.3645; -0.1713;17.014;-14.320; 0.3151; -0.1756; 0.1496;-12.652;1
-17.196; 0.6448;-28.310; -0.6691;-12.200;-19.502; 0.4834; -0.7588; -0.6729;-14.845;-15.122; -0.5660;-15.812;-18.080;-20.424; 0.2492;-10.154; -0.2410; -0.7467; -0.1330;1
15.524; 0.3815;14.161;10.879;20.333; 0.8730; 0.1302;17.922;14.638;-21.016; -0.9699; 0.0142; 0.6906; -0.0413; 0.3322;15.748;16.119; -0.4395; 0.5548; -0.5038;0
 0.7426; -0.6666; 0.8082; -0.4609;-26.653; -0.9230;-13.788; -0.8268;-19.789;-24.494; -0.4501; 0.5680;-17.125; -0.4332; 0.0781; -0.4730; 0.7897;-19.066; -0.4939; -0.6574;1
16.595; 0.0522; -0.2261;-11.003; 0.0628; 0.6552; 0.6888; 0.5390; 0.5577; 0.9476; -0.3839; -0.7266; -0.0417; -0.5773; -0.2683;12.792; 0.4556;18.534;11.947; 0.0372;0
 0.6964; -0.7361; 0.3987;-10.914; -0.7543;-18.866;-20.097; -0.3087; -0.3304;-13.188; -0.1723; 0.4934;-14.338; 0.4369;-11.128; 0.2376; -0.3504;-11.524; 0.5511; -0.7265;1
20.351;10.525; 0.7070; -0.6498; 0.9428; 0.4158;-10.873; -0.6795;-23.831; -0.5012; 0.1050;18.095;16.686; 0.2405; 0.4429; -0.5047;12.700;-12.478; 0.3246;18.681;0
 0.9143;-10.880; 0.0773; 0.6742; -0.2519; -0.9627;10.183; -0.5124;14.948; 0.3467; 0.9159; 0.3933; -0.1942; -0.4767; 0.9216;11.805; 0.0623; 0.3059; -0.1577; 0.1630;0
10.266; 0.2915; -0.6609; -0.1629; 0.0252; 0.3933; 0.8504; 0.7029;10.729; 0.4233; 0.7141; -0.8517; 0.7061; 0.8758; -0.3727;12.064; 0.1876;24.415; 0.1702;11.673;0
13.721; -0.2692; 0.7320; -0.1739; -0.5039;20.755;10.340; -0.6019; 0.4349; -0.5178;21.773; 0.3515; 0.0478; 0.2760; 0.1714; -0.7276;16.218;17.193; 0.8859; 0.4587;0
12.427;14.684;-17.718;-18.363; 0.1286; 0.1910; -0.9775;-10.746;17.401; 0.1669; -0.5860; -0.0757; 0.2805;-19.298;-10.209; 0.3040; -0.5767; 0.2380;-18.839;-13.439;1
-0.3575; 0.4662;23.263; 0.1490;14.581; 0.1076; 0.0528; 0.7051; 0.9854;-12.561; -0.2886;-15.483; 0.6976; 0.1453; 0.0076; -0.8482; -0.4779; 0.8987; 0.2834; 0.6629;0
-0.9382;-17.240; 0.0715; 0.5358; 0.8459; 0.8629; -0.7583; 0.4200;16.351;18.340; -0.3194; 0.4383; -0.5551; 0.0095; -0.1417; -0.5029; 0.0071; -0.4450; -0.4260; 0.5641;0
 0.1255; -0.7705;-12.849;-14.262; 0.1615;-16.791;-14.153; -0.1069;-10.456;-10.011; -0.6758; 0.3140; -0.5283;-12.485; -0.9330; -0.6588; -0.6000;-17.489; -0.5329; -0.7788;1
-0.5536; -0.0898;15.242;-17.320; -0.9660;-20.913; -0.2000;-24.423;-10.826; 0.1747;-17.118; 0.3937;-11.674; -0.8412; -0.5316; 0.1832;-19.603; 0.1303; -0.6725; 0.3992;1
24.612; -0.8959;-19.107;21.797; 0.9157; 0.5951; 0.2838; -0.4399; 0.3096;18.784;20.673; 0.3074; -0.8631;17.995;11.806;-13.701;14.406;14.012; 0.4860; 0.3278;0
-0.4974;-13.969; -0.7288; -0.4148;-14.077;-21.035; -0.9565; -0.3628; -0.5385;-11.890;-13.254;-11.747; 0.6366;-13.299; 0.7041;-20.072; -0.5757; -0.8767; -0.1130; 0.2979;1
 0.9554; -0.2821; -0.6457; -0.7402; -0.0345;-15.980; -0.6154;-18.985; 0.8537;-11.250;-11.461;-15.088; 0.6942; -0.7840; 0.0250; -0.5152;-11.160; -0.5691; 0.8811;24.564;1
